Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,Genotype,BioProject,Developmental_stage,sex,Development_stage,sex_type,Library Name,tissue,Cell_Line,stage,chip_antibody,transgene,chip_antibody_supplier,genotype/variation,strain/background,antibody_manufacturer,input_experiment/sample
SRR869902,ChIP-Seq,50,1050747500,SAMN02179818,736733423,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287714,GSM1147226,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147226,H3K23ac L3 Nuc Input expt.2224,SRP023381,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869903,ChIP-Seq,50,734124800,SAMN02179819,504026586,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287715,GSM1147227,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147227,H3K23ac L3 Nuc ChIP expt.2239,SRP023381,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869904,ChIP-Seq,50,815914900,SAMN02179820,559616166,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287716,GSM1147228,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147228,H3K23ac L3 Nuc ChIP expt.2240,SRP023381,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869906,ChIP-Seq,50,870966650,SAMN02179821,604944524,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287717,GSM1147229,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147229,H3K9me3 new lot L3 Nuc Input expt.2228,SRP023382,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869907,ChIP-Seq,50,892676150,SAMN02179822,619712013,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287718,GSM1147230,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147230,H3K9me3 new lot L3 Nuc Input expt.2229,SRP023382,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869908,ChIP-Seq,50,750356900,SAMN02179823,518342845,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287719,GSM1147231,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147231,H3K9me3 new lot L3 Nuc ChIP expt.2263,SRP023382,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869909,ChIP-Seq,50,970795650,SAMN02179824,668793114,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287720,GSM1147232,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147232,H3K9me3 new lot L3 Nuc ChIP expt.2264,SRP023382,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869910,ChIP-Seq,50,1205088500,SAMN02179765,845459538,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287721,GSM1147233,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147233,H2AV 9751 L3 Nuc Input expt.2316,SRP023383,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869911,ChIP-Seq,50,919667650,SAMN02179766,639786330,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287722,GSM1147234,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147234,H2AV 9751 L3 Nuc Input expt.2317,SRP023383,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869912,ChIP-Seq,50,854631600,SAMN02179767,589468772,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287723,GSM1147235,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147235,H2AV 9751 L3 Nuc ChIP expt.2388,SRP023383,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869913,ChIP-Seq,50,899649800,SAMN02179768,619689999,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287724,GSM1147236,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147236,H2AV 9751 L3 Nuc ChIP expt.2389,SRP023383,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869914,ChIP-Seq,50,842813200,SAMN02179769,587473130,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287725,GSM1147237,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147237,H3K9me2 antibody2 L3 Nuc Input expt.2223,SRP023384,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869915,ChIP-Seq,50,1005047500,SAMN02179770,729132128,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287726,GSM1147238,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147238,H3K9me2 antibody2 L3 Nuc Input expt.2230,SRP023384,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869916,ChIP-Seq,50,1068314850,SAMN02179771,740183090,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287727,GSM1147239,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147239,H3K9me2 antibody2 L3 Nuc ChIP expt.2267,SRP023384,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869917,ChIP-Seq,50,800623950,SAMN02179772,553648655,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287728,GSM1147240,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147240,H3K9me2 antibody2 L3 Nuc ChIP expt.2268,SRP023384,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869918,ChIP-Seq,50,924656400,SAMN02179773,641517372,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287729,GSM1147241,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147241,H3K4me2-Active motif L3 Nuc Input expt.2330,SRP023385,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869919,ChIP-Seq,50,1077965250,SAMN02179774,748936657,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287730,GSM1147242,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147242,H3K4me2-Active motif L3 Nuc Input expt.2331,SRP023385,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869920,ChIP-Seq,50,828982400,SAMN02179775,583506502,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287731,GSM1147243,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147243,H3K4me2-Active motif L3 Nuc ChIP expt.2334,SRP023385,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869921,ChIP-Seq,50,829288950,SAMN02179777,585447521,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287732,GSM1147244,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147244,H3K4me2-Active motif L3 Nuc ChIP expt.2335,SRP023385,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR869922,ChIP-Seq,50,878534200,SAMN02179779,590315051,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287733,GSM1147245,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147245,H3K23ac OR Head Nuc Input expt.2187,SRP023386,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869923,ChIP-Seq,50,947678600,SAMN02179780,636384687,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287734,GSM1147246,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147246,H3K23ac OR Head Nuc Input expt.2188,SRP023386,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869924,ChIP-Seq,50,955405700,SAMN02179781,645563247,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287735,GSM1147247,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147247,H3K23ac OR Head Nuc ChIP expt.2205,SRP023386,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869925,ChIP-Seq,50,881560350,SAMN02179783,594391128,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287736,GSM1147248,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147248,H3K23ac OR Head Nuc ChIP expt.2206,SRP023386,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869926,ChIP-Seq,50,1119141150,SAMN02179782,745783422,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287737,GSM1147249,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147249,Chro Chriz WR 14-16 hr OR Emb Input expt.1729,SRP023387,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869927,ChIP-Seq,50,607437650,SAMN02179776,409768453,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287738,GSM1147250,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147250,Chro Chriz WR 14-16 hr OR Emb Input expt.1730,SRP023387,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869928,ChIP-Seq,50,453882200,SAMN02179778,291896268,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287739,GSM1147251,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147251,Chro Chriz WR 14-16 hr OR Emb ChIP expt.1711,SRP023387,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869929,ChIP-Seq,50,459473200,SAMN02179784,297435337,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287740,GSM1147252,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147252,Chro Chriz WR 14-16 hr OR Emb ChIP expt.1721,SRP023387,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869930,ChIP-Seq,50,1063320200,SAMN02179786,743458759,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287741,GSM1147253,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147253,CTCF 14-16 hr OR Emb Input expt.1823,SRP023388,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869931,ChIP-Seq,50,1105486550,SAMN02179785,775168493,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287742,GSM1147254,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147254,CTCF 14-16 hr OR Emb Input expt.1962,SRP023388,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869932,ChIP-Seq,50,1229316350,SAMN02179787,827625771,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287743,GSM1147255,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147255,CTCF 14-16 hr OR Emb ChIP expt.1825,SRP023388,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869933,ChIP-Seq,50,981111250,SAMN02179788,663064328,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287744,GSM1147256,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147256,CTCF 14-16 hr OR Emb ChIP expt.1967,SRP023388,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869934,ChIP-Seq,50,867787550,SAMN02179789,612364548,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287745,GSM1147257,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147257,dMi-2 Q4443 14-16 hr OR Emb Input expt.2307,SRP023389,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869935,ChIP-Seq,50,1074706650,SAMN02179791,753525743,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287746,GSM1147258,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147258,dMi-2 Q4443 14-16 hr OR Emb Input expt.2308,SRP023389,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869936,ChIP-Seq,50,721845600,SAMN02179790,527677639,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287747,GSM1147259,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147259,dMi-2 Q4443 14-16 hr OR Emb ChIP expt.2447,SRP023389,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869937,ChIP-Seq,50,690709900,SAMN02179792,503260252,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287748,GSM1147260,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147260,dMi-2 Q4443 14-16 hr OR Emb ChIP expt.2448,SRP023389,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869938,ChIP-Seq,50,958641050,SAMN02179794,647027233,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287749,GSM1147261,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147261,dRING Q3200 14-16 hr OR Emb Input expt.1815,SRP023390,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869939,ChIP-Seq,50,766269000,SAMN02179793,514902863,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287750,GSM1147262,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147262,dRING Q3200 14-16 hr OR Emb Input expt.2062,SRP023390,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869940,ChIP-Seq,50,1121116850,SAMN02179736,761358424,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287751,GSM1147263,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147263,dRING Q3200 14-16 hr OR Emb ChIP expt.1819,SRP023390,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869941,ChIP-Seq,50,807927900,SAMN02179735,550097599,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287752,GSM1147264,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147264,dRING Q3200 14-16 hr OR Emb ChIP expt.2065,SRP023390,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869942,ChIP-Seq,50,826970700,SAMN02179737,546365080,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287753,GSM1147265,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147265,H1 OR Head Nuc Input expt.2305,SRP023391,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869943,ChIP-Seq,50,883355400,SAMN02179739,579978169,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287754,GSM1147266,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147266,H1 OR Head Nuc Input expt.2306,SRP023391,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869944,ChIP-Seq,50,657250050,SAMN02179738,432505862,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287755,GSM1147267,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147267,H1 OR Head Nuc ChIP expt.2293,SRP023391,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869945,ChIP-Seq,50,791915150,SAMN02179740,522758685,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287756,GSM1147268,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147268,H1 OR Head Nuc ChIP expt.2294,SRP023391,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Mixed Adult,,,,,,,,,,,,
SRR869946,ChIP-Seq,50,1106659150,SAMN02179742,740582368,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287757,GSM1147269,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147269,H2AV 9751 14-16 hr OR Emb Input expt.1657,SRP023392,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869947,ChIP-Seq,50,1313747900,SAMN02179741,877974519,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287758,GSM1147270,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147270,H2AV 9751 14-16 hr OR Emb Input expt.1658,SRP023392,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869948,ChIP-Seq,50,495107100,SAMN02179743,329340100,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287759,GSM1147271,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147271,H2AV 9751 14-16 hr OR Emb Input expt.1707,SRP023392,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869949,ChIP-Seq,50,432268850,SAMN02179746,287080997,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287760,GSM1147272,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147272,H2AV 9751 14-16 hr OR Emb ChIP expt.1706,SRP023392,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869950,ChIP-Seq,50,784049100,SAMN02179747,572258357,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287761,GSM1147273,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147273,H2AV 9751 14-16 hr OR Emb ChIP expt.2472,SRP023392,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869951,ChIP-Seq,50,572859550,SAMN02179749,418606765,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287762,GSM1147274,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147274,H2AV 9751 14-16 hr OR Emb ChIP expt.2473,SRP023392,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869952,ChIP-Seq,50,1119141150,SAMN02179748,745783427,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287763,GSM1147275,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147275,H2B-ubiq NRO3 14-16 hr OR Emb Input expt.1729,SRP023393,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869953,ChIP-Seq,50,856563100,SAMN02179750,586592527,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287764,GSM1147276,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147276,H2B-ubiq NRO3 14-16 hr OR Emb Input expt.2506,SRP023393,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
SRR869954,ChIP-Seq,50,889071600,SAMN02179751,603354991,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX287765,GSM1147277,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-30T00:00:00Z,GSM1147277,H2B-ubiq NRO3 14-16 hr OR Emb Input expt.2507,SRP023393,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,Embryo 14-16hr OR,,,,,,,,,,,,
